seqid	sample	count	domain	phylum	class	order	family	genus	species
a6b4e888c270c31525128370b1de6839	P28309_1048	38	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA9973	UBA9973	UBA9973 sp018063015
47a92a9e7f77ae61e5ac68fcdd2bec54	P28309_1048	9	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
47a92a9e7f77ae61e5ac68fcdd2bec54	P28309_1052	29	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
4a00758bfb9b1277be5b99373863f10a	P28309_1050	38	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii
ec51d60dee3c47a96db97ed839ed114d	P28309_1050	38	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	NA
85e00fd8778ddddb4800130078c61274	P28309_1050	38	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	Serinicoccus	Serinicoccus sp008919445
3696ca21b76a0018aa40843fde425310	P28309_1050	38	Bacteria	Bacteroidota	Bacteroidia	AKYH767	NA	NA	NA
3198f6d058aac703003320d4b808f30a	P28309_1050	38	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
c735ef21ef54d4364974e15b3200e53f	P28309_1050	38	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	Rhodoferax sp003415675
e1dc3b2b7598b795807f89a25dde8b24	P28309_1054	38	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	NA	NA
218bdd47012454333d0bb6b882e4ac52	P28309_1054	38	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
561f5d9681e35e0bb51de3f46739b98d	P28309_1056	38	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA
1770c32d84d4b175e732f228cefc35d8	P28309_1056	38	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	NA	NA
dd5bc1d709d5bc93b7a692da6d3ee0ce	P28309_1056	38	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA
f3af9758da7fbe4ed41f679aad752324	P28309_1048	11	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Ilumatobacter sp905182555
c6849f3bfa95c0811cabce6da7c810bb	P28309_1042	23	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rhodoluna	NA
c6849f3bfa95c0811cabce6da7c810bb	P28309_1052	14	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rhodoluna	NA
4ab2a783a09dcb0c4dc122c0693bb0ff	P28309_1042	9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	Methylotenera versatilis
4ab2a783a09dcb0c4dc122c0693bb0ff	P28309_1052	28	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	Methylotenera versatilis
a2f805a38f13c5fb57e68163fab1c82d	P28309_1046	7	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp000438985
a2f805a38f13c5fb57e68163fab1c82d	P28309_1052	10	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp000438985
a2f805a38f13c5fb57e68163fab1c82d	P28309_1054	20	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp000438985
178a09aff7f7b13c06de9b911a21e07a	P28309_1048	37	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA918	UBA918	UBA918 sp001783525
7005a370f1f1643ff50ba7cea507887b	P28309_1048	37	Bacteria	Patescibacteria	Paceibacteria	UBA9983	Zambryskibacteraceae	UBA910	UBA910 sp002294445
2c6a5c8a440e18ddbd96c199095fca65	P28309_1048	37	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
df6c4f66e52ddfeedac0fe4c9af9d1e8	P28309_1048	37	Bacteria	Proteobacteria	Gammaproteobacteria	SZUA-76	SZUA-76	SZUA-76	SZUA-76 sp002401765
19dab8868b7cf07ebcf4b51e210d08bf	P28309_1048	37	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sphaerotilus	Sphaerotilus montanus
0079ef2696ef8eb211ec02ea7fced233	P28309_1048	37	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
838b3b1f7f6684b07df8ec9dc4fbc431	P28309_1048	37	Bacteria	NA	NA	NA	NA	NA	NA
bd34cddc94861d971119590ebbe63950	P28309_1048	37	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella sp002257025
7ba6a0466d8383ab2472acc11da3f731	P28309_1050	37	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	CFH-S0501	CFH-S0501 sp011059135
5275d0e6bbcef9e6101af982907cf88a	P28309_1050	37	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
03eb044fa6ed9edb004a535e530722ee	P28309_1050	37	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
b87fa7c3a41dc109a72bf5cf3ba8efcc	P28309_1050	37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	NA
262c81f2941926569c63bc2c98ae2f96	P28309_1050	37	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pseudoduganella	NA
6a1eb7bc8970f3acb54a6a3dd1cfddfa	P28309_1051	37	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus rigui
6ec072b044f07be10af2312a1270a4ee	P28309_1051	37	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
2841c19c33ee5398fd90827860abb797	P28309_1054	37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	NA
7e8eb07df4e86c3924bc4d0f4b172dd5	P28309_1054	37	Bacteria	Omnitrophota	Koll11	2-02-FULL-51-18	2-02-FULL-51-18	JACPAX01	JACPAX01 sp016180585
011df05875942bf599fb9a91f95650d1	P28309_1054	37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Lichenihabitans	Lichenihabitans minor
b6adfdcbb51d2a11f203602f12923f99	P28309_1042	15	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	NA
b6adfdcbb51d2a11f203602f12923f99	P28309_1043	8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	NA
401999f76cddd63257a923fb6a149ed4	P28309_1042	36	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	Sulfuricurvum sp000310245
2d84fc5bdf4605766f61701da5c9ca06	P28309_1046	36	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rhodoluna	NA
f41db34cba53df323bb0a10bbc00a20c	P28309_1046	13	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp000438985
f41db34cba53df323bb0a10bbc00a20c	P28309_1054	23	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp000438985
5b4e9b418236c18ebd182c7367047004	P28309_1047	9	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA2103	C7867-001	C7867-001 sp018826905
5b4e9b418236c18ebd182c7367047004	P28309_1048	23	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA2103	C7867-001	C7867-001 sp018826905
5b4e9b418236c18ebd182c7367047004	P28309_1054	4	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA2103	C7867-001	C7867-001 sp018826905
db24d85e7ebcfd04787b575f1f1df6f4	P28309_1048	36	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
0234bbe3ea8a6a5ec805e89e60d50c42	P28309_1048	36	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	NA	NA
10b54bd139ef037ee8d30ba96c461b0a	P28309_1048	36	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA1539	UBA1550	NA
6d5218f292e4c41a9665be95da2a711d	P28309_1048	3	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus	Synechococcus lacustris
6d5218f292e4c41a9665be95da2a711d	P28309_1054	33	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus	Synechococcus lacustris
843e7a1382d2300fd69768e2029cdd5e	P28309_1050	36	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium pseudodiphtheriticum
808743b9927dd548e1d07f91a3004278	P28309_1050	36	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	NA
48eb3bac109ef98b91d4b7f2848451a8	P28309_1050	36	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
fd327273995619fb5d70b358dffee040	P28309_1050	36	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	Planktophila	NA
53311a570acfab5d9bdffd7c7ce70114	P28309_1050	36	Bacteria	Patescibacteria	Paceibacteria	UBA9983	NA	NA	NA
21923b7227235ed30eb662da3bbbb606	P28309_1050	36	Bacteria	NA	NA	NA	NA	NA	NA
06da206065a1879c0d55c45b3bbf5a59	P28309_1050	36	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium otitidis
65a592f588c2b37d9635e355f9d98c72	P28309_1051	36	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	JABFRZ01	JABFRZ01 sp009691855
4c34b3d5c4e7067d7724a2424b14df27	P28309_1054	36	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
417750e0262edfcb839afaa0433fd436	P28309_1054	36	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
c2399dcdcc82f117ac09df3873df91f6	P28309_1055	36	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA
8eee6661599b84de113b4d68865e7092	P28309_1056	36	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA
4e66651b2476a4597e3a74e3895e8437	P28309_1044	35	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus rigui
cd4dbc5182dc2d3d7e278f6afacc570d	P28309_1044	35	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	NA
7d16a7f8bbeb6ae124e0267fa5f87f35	P28309_1048	35	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	NA
7eb6e5aa105940fee519cc8efedfb6f1	P28309_1048	35	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA5272	UBA11704	UBA11704 sp018062965
14eac37a65ca70ea80acca29e1754fe9	P28309_1048	35	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rubrivivax	NA
9e84a4d4a5caafaf8cc21303ed1f4bf9	P28309_1050	35	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	NA
454e2afd9713dfc5b8a1e7e94d045d77	P28309_1050	35	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium glyciniphilum
49b16d2bf4440e4138614323c882c6d6	P28309_1050	35	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	NA
5ab209995343d9ca1404f7aec37b254d	P28309_1050	35	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA
436892ba60da17848095ebf46d6fb070	P28309_1050	35	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA
8eb441af3d3b383d601084e9295531cc	P28309_1050	35	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	NA
36df535dc52ba61bba8d6dedbda59924	P28309_1050	35	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA
a1a00921829bafb098d9fe08bcc213c7	P28309_1053	35	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
07ba4bbf0bb97cda4e55b2e649174530	P28309_1054	35	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	NA	NA
5e271f38626d4ab69a64d3d9c87ec815	P28309_1048	26	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax stolpii
d74ccdab926c33ce16ba17d57b2fa188	P28309_1042	12	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	JACRCG01	JACRCG01 sp903852495
d74ccdab926c33ce16ba17d57b2fa188	P28309_1043	7	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	JACRCG01	JACRCG01 sp903852495
d74ccdab926c33ce16ba17d57b2fa188	P28309_1048	10	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	JACRCG01	JACRCG01 sp903852495
d74ccdab926c33ce16ba17d57b2fa188	P28309_1052	5	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	JACRCG01	JACRCG01 sp903852495
59e749685bbbbd947d0cc84493ee4c59	P28309_1044	34	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
004bfcfbd56305a62f676bf463cb187d	P28309_1046	18	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	NA
004bfcfbd56305a62f676bf463cb187d	P28309_1048	16	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	NA
249bb613e97ded34505cef7d6fa62da3	P28309_1046	13	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA1539	UBA1550	UBA1550 sp002771015
249bb613e97ded34505cef7d6fa62da3	P28309_1048	21	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA1539	UBA1550	UBA1550 sp002771015
a6767549288f3ec69750b12c4734f739	P28309_1048	34	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA2103	C7867-001	C7867-001 sp018826905
65eedc9d27f4d92f5a37c2c25c547dcf	P28309_1048	34	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-08	Bact-08 sp001897515
e1b3010ea71aa452b2a914b5f0157879	P28309_1048	34	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	UBA9959	UBA9959 sp002840355
ea9de1661cc0d07d2a136ad33ea98165	P28309_1048	34	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	BMAH01	BMAH01 sp014132615
8f079f1eb3470f2351a1a23477dc7115	P28309_1048	34	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Acidovorax	Acidovorax defluvii
39d383fd48f5b90fb43d904ed2cfe0d2	P28309_1050	34	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA2982	NA
06d0b80878e9d2c22096fbc364c91a4c	P28309_1050	34	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	NA
a20d637683e5134a25919411ed528c7c	P28309_1050	34	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
342085d90671df25329dbde5787ba995	P28309_1050	34	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium jeikeium
5aadeddbcf4780ee0a153e925062be7a	P28309_1050	34	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Glutamicibacter	NA
75a7dd04040e23328468b763836841ac	P28309_1050	34	Bacteria	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus sp003526955
7d41f36a996b17d2c5f1f7647ac52970	P28309_1050	34	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
45e650cfd7b1fad5ae7107d2ba26b505	P28309_1051	34	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	NA
47af8b80bae97aa3efdc8599aede94d3	P28309_1051	34	Bacteria	Patescibacteria	Paceibacteria	UBA9983	SBAW01	GWA1-54-10	GWA1-54-10 sp903840375
4e97c2be4b7899f1e76ca2545335cace	P28309_1051	34	Bacteria	Bacteroidota	Bacteroidia	AKYH767	2-12-FULL-35-15	JAEUTT01	NA
269dcf6a059bf6bb5aea943e857c9bd2	P28309_1054	34	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	CAIXIX01	CAIXIX01 sp903919615
9518c5a4898ea91fc8ac2f7631d99cdc	P28309_1054	34	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	Rhodoferax sp903823025
05644ca90e52356f6e84277af56df499	P28309_1054	34	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
3f0395a916a0c4e0c13e6a56b8cf0260	P28309_1042	10	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	NA
3f0395a916a0c4e0c13e6a56b8cf0260	P28309_1052	23	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	NA
2a43e386561f2a8956f007de7a82c805	P28309_1044	33	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	33-17	33-17	33-17 sp001897445
9f4049b0af079d2c8a9eaf36fdd90363	P28309_1044	33	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus rigui
b9811b04630bd92af26152b30852b0b5	P28309_1046	22	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
b9811b04630bd92af26152b30852b0b5	P28309_1048	11	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
e5971283ebdbd3e608742c2baa99599d	P28309_1046	21	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella sp002257025
e5971283ebdbd3e608742c2baa99599d	P28309_1048	12	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella sp002257025
e7efbef515330b4b00ef02e14eebe854	P28309_1046	17	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella sp002257025
e7efbef515330b4b00ef02e14eebe854	P28309_1048	16	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella sp002257025
c0722c023c1eb97a6521f188c99210f9	P28309_1048	33	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	NA
093ba5d2d547e1c523bdecfe86ab2152	P28309_1048	33	Bacteria	Patescibacteria	Paceibacteria	2-02-FULL-40-12	GWA2-44-9	JAGOPO01	JAGOPO01 sp017992005
bc5baf9620b8b4c967d6e4898a575562	P28309_1048	33	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA6164	MAAV01	MAAV01 sp004563595
409f9bf32da1ed7c8eba6713d9c6b3bd	P28309_1048	33	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Serpentinomonas	Serpentinomonas raichei
49136ea7818cf5de53d4058d742c56bf	P28309_1050	33	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfopila	Desulfopila aestuarii
6191d527db0f77df1e541da575c8d049	P28309_1050	33	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	NA
b5913545b0723ad503c4ec42db52f0a7	P28309_1050	33	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	NA
844780d1c68b4daa821ec894cf6ea387	P28309_1050	33	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	NA
0457b3f4b59e23d37fe3f92a48a7b375	P28309_1050	33	Bacteria	Actinobacteriota	Thermoleophilia	UBA2241	UBA2241	CAIXSE01	CAIXSE01 sp903862845
2fb36ae267871c9e3556b8508cbb8583	P28309_1050	33	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	NA
8556b6f123b8d45934a33cca4aaa0de6	P28309_1050	33	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	NA	NA
8abd37eb3cfea111091dc63a3f2bb744	P28309_1051	33	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA9973	CAITQP01	CAITQP01 sp903894565
deb6cd1ef863bc0e8bd3b2ef3643ee53	P28309_1052	21	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hylemonella	Hylemonella sp013334205
1642abab49eb407faee839997495a9b1	P28309_1054	33	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	ELB16-189	NA
6ebe1b91b09f85379a946cc2f1602395	P28309_1056	33	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	NA	NA
2da924029cfd4c7fe3765b362a915f4a	P28309_1046	10	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Luteolibacter	Luteolibacter yonseiensis
4870437219f34db27f3439d5cd53fba9	P28309_1046	7	Bacteria	Firmicutes	Negativicutes	Propionisporales	Propionisporaceae	Pelosinus	Pelosinus sp000725345
4870437219f34db27f3439d5cd53fba9	P28309_1048	9	Bacteria	Firmicutes	Negativicutes	Propionisporales	Propionisporaceae	Pelosinus	Pelosinus sp000725345
75d5f36ea04fb863009341c3c949ad87	P28309_1042	20	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	Rhodoferax sp002943465
75d5f36ea04fb863009341c3c949ad87	P28309_1052	12	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	Rhodoferax sp002943465
9d2afec012702725f7310174c6cb2b5e	P28309_1042	11	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	NA
9d2afec012702725f7310174c6cb2b5e	P28309_1046	12	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	NA
9d2afec012702725f7310174c6cb2b5e	P28309_1048	9	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	NA
d9cb2b593a6ed4151035ec74741edf74	P28309_1042	10	Bacteria	Bacteroidota	Bacteroidia	AKYH767	2-12-FULL-35-15	JAEUTT01	NA
d9cb2b593a6ed4151035ec74741edf74	P28309_1043	3	Bacteria	Bacteroidota	Bacteroidia	AKYH767	2-12-FULL-35-15	JAEUTT01	NA
d9cb2b593a6ed4151035ec74741edf74	P28309_1046	11	Bacteria	Bacteroidota	Bacteroidia	AKYH767	2-12-FULL-35-15	JAEUTT01	NA
d9cb2b593a6ed4151035ec74741edf74	P28309_1052	6	Bacteria	Bacteroidota	Bacteroidia	AKYH767	2-12-FULL-35-15	JAEUTT01	NA
d9cb2b593a6ed4151035ec74741edf74	P28309_1054	2	Bacteria	Bacteroidota	Bacteroidia	AKYH767	2-12-FULL-35-15	JAEUTT01	NA
a344eeece5347830e097260bc38bb524	P28309_1044	32	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp903838055
ba5f34b4da8ba0ac3e9230732dc13383	P28309_1046	32	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Acidovorax	NA
e37fa209fb1b62badb8d8728364f9577	P28309_1048	32	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA9973	UBA9973	UBA9973 sp018063015
463d97fc90164e567ff69b6978148cb5	P28309_1048	32	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	JAEUWD01	JAEUWD01 sp016786485
b9a49a71c7bf4c7f846fcca8e38ebf2d	P28309_1048	32	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA9973	UBA8515	UBA8515 sp000991405
7ec9ac7fd7a2b406a1e3432ed7345b54	P28309_1048	32	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax stolpii
77c525b11c4a4ff4102d72d3d00c9cc8	P28309_1048	32	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA
9c7762885db6f2132f9dd191b408b7c6	P28309_1050	32	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Blastococcus	NA
4f8285827d64ed44a3a48f09c8deb2fb	P28309_1050	32	Bacteria	Firmicutes	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus	NA
ffc36e27c82042664a16bcd4d380b286	P28309_1050	32	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA
652260d86c39357b9fca98b44ba953f4	P28309_1050	32	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA9973	UBA9973	UBA9973 sp000989515
8c72e6568e114a8afcb9a18e87597b23	P28309_1050	32	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp900095835
802d70414f9ea9cb66d1291e47912f9f	P28309_1050	32	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
eda51c1292d3910702739285c18814a9	P28309_1051	32	Bacteria	Patescibacteria	Paceibacteria	UBA9983	PALSA-1337	C7867-002	C7867-002 sp903876465
869c14fa10ae4b3c420d6aed9e75c792	P28309_1055	32	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
